section_id,report_id,year,section_index,heading,all_headings_same_start,heading_sources,theme,start_pdf_page,end_pdf_page,word_count,section_text_path
R2020_S003,R2020,2020,3,Äldre med hiv,Agera för säker vård | Äldre fortsätter vänta länge på landets akutmottagningar | Äldre med hiv | Bra boendeplanering allt viktigare | E-hälsa och välfärdsteknik i äldreomsorgen | Internationellt och nationellt arbete inom patientsäkerhetsområdet | Jämlik vård och omsorg | Klagomål och anmälningar inom vården och omsorgen om äldre | Kommunal hälso- och sjukvård | Munhälsa hos äldre | Socialtjänstinsatserna till äldre personer | Strategisk plan för omställning mot en god och nära vård | Tillgänglig vård och omsorg | Tillsyn visar att vården och omsorgen inte är tillräckligt samordnad,xlsx_heading_search,ovrigt,8,8,107,data/corpus_2026/texts/sections/2020/R2020_S003_aldre-med-hiv.txt
R2020_S004,R2020,2020,4,Sammanfattning,Sammanfattning,toc,jamlikhet_och_minoritetsperspektiv,9,10,700,data/corpus_2026/texts/sections/2020/R2020_S004_sammanfattning.txt
R2020_S005,R2020,2020,5,Inledning,Agenda 2030 | fortsatt långsam. | God vård och omsorg | Inledning | Rapportens upplägg,toc,ovrigt,11,11,360,data/corpus_2026/texts/sections/2020/R2020_S005_inledning.txt
R2020_S006,R2020,2020,6,Datakällor,Datakällor | rar än i kommuner med längre förväntad medellivslängd. Den förväntade me- dellivslängden kommer också att påverka när variationer i generationskullar,toc,metod_indikatorer_och_datakallor,12,12,147,data/corpus_2026/texts/sections/2020/R2020_S006_datakallor.txt
R2020_S007,R2020,2020,7,Aktuell utveckling,"Aktuell utveckling | Sammanfattande iakttagelser | särskilt boende. Data förvaltas av det nationella kvalitetsregistret Senior alert, Region Jönköpings län. | Vården och omsorgen om äldre står inför stora utmaningar",toc,demografi_och_aktuell_utveckling,13,13,394,data/corpus_2026/texts/sections/2020/R2020_S007_aktuell-utveckling.txt
R2020_S008,R2020,2020,8,"18 600 personer 2018. År 2003 hade 5,5 procent av de som var 80 år eller äldre minst en höftprotes. Femton år senare hade andelen ökat till nästan","18 600 personer 2018. År 2003 hade 5,5 procent av de som var 80 år eller äldre minst en höftprotes. Femton år senare hade andelen ökat till nästan",toc,ovrigt,14,14,508,data/corpus_2026/texts/sections/2020/R2020_S008_18-600-personer-2018-ar-2003-hade-5-5-procent-av-d.txt
R2020_S009,R2020,2020,9,"längd har ökat med lite drygt 5 år och är 84,3 år, figur 1[5]. Det innebär att","längd har ökat med lite drygt 5 år och är 84,3 år, figur 1[5]. Det innebär att",toc,ovrigt,15,16,563,data/corpus_2026/texts/sections/2020/R2020_S009_langd-har-okat-med-lite-drygt-5-ar-och-ar-84-3-ar.txt
R2020_S010,R2020,2020,10,Stora utmaningar för vården och omsorgen,2000 2005 2010 2015 Män Eftergymnasial Återstående år | Stora utmaningar för vården och omsorgen,toc,jamlikhet_och_minoritetsperspektiv,17,19,1295,data/corpus_2026/texts/sections/2020/R2020_S010_stora-utmaningar-for-varden-och-omsorgen.txt
R2020_S011,R2020,2020,11,Äldres ekonomiska situation,Äldres ekonomiska situation,toc,ovrigt,20,21,977,data/corpus_2026/texts/sections/2020/R2020_S011_aldres-ekonomiska-situation.txt
R2020_S012,R2020,2020,12,7 var återstående medellivslängd för personer 65 år och äldre drygt,7 var återstående medellivslängd för personer 65 år och äldre drygt,toc,demografi_och_aktuell_utveckling,22,23,999,data/corpus_2026/texts/sections/2020/R2020_S012_7-var-aterstaende-medellivslangd-for-personer-65-a.txt
R2020_S013,R2020,2020,13,Alkohol och äldre,Alkohol och äldre,toc,psykisk_halsa_ensamhet_alkohol,24,26,939,data/corpus_2026/texts/sections/2020/R2020_S013_alkohol-och-aldre.txt
R2020_S014,R2020,2020,14,Sammanfattande iakttagelser,Resurser för vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,27,27,339,data/corpus_2026/texts/sections/2020/R2020_S014_sammanfattande-iakttagelser.txt
R2020_S015,R2020,2020,15,Kostnader för vården och omsorgen om äldre,Kostnader för vården och omsorgen om äldre,toc,personal_kompetens_och_resurser,28,30,1079,data/corpus_2026/texts/sections/2020/R2020_S015_kostnader-for-varden-och-omsorgen-om-aldre.txt
R2020_S016,R2020,2020,16,Personalen i vården och omsorgen av äldre – utmaningar och möjligheter,Personalen i vården och omsorgen av äldre – utmaningar och möjligheter,toc,jamlikhet_och_minoritetsperspektiv,31,32,687,data/corpus_2026/texts/sections/2020/R2020_S016_personalen-i-varden-och-omsorgen-av-aldre-utmaning.txt
R2020_S017,R2020,2020,17,Personalen i äldreomsorgen,Personalen i äldreomsorgen,toc,personal_kompetens_och_resurser,33,36,1571,data/corpus_2026/texts/sections/2020/R2020_S017_personalen-i-aldreomsorgen.txt
R2020_S018,R2020,2020,18,Viktigt att följa utvecklingen vad gäller anhörigas omsorg,Samordning och tvärsektoriell samverkan genom Nationella vårdkompetensrådet | Viktigt att följa utvecklingen vad gäller anhörigas omsorg,toc,ovrigt,37,39,1099,data/corpus_2026/texts/sections/2020/R2020_S018_viktigt-att-folja-utvecklingen-vad-galler-anhoriga.txt
R2020_S019,R2020,2020,19,Sammanfattande iakttagelser,Kunskapsbaserad vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,40,40,406,data/corpus_2026/texts/sections/2020/R2020_S019_sammanfattande-iakttagelser.txt
R2020_S020,R2020,2020,20,Många äldre känner sig ensamma,Många äldre känner sig ensamma,toc,jamlikhet_och_minoritetsperspektiv,41,41,510,data/corpus_2026/texts/sections/2020/R2020_S020_manga-aldre-kanner-sig-ensamma.txt
R2020_S021,R2020,2020,21,Nedsatt psykisk hälsa,Nedsatt psykisk hälsa,toc,psykisk_halsa_ensamhet_alkohol,42,43,833,data/corpus_2026/texts/sections/2020/R2020_S021_nedsatt-psykisk-halsa.txt
R2020_S022,R2020,2020,22,Psykiatrisk vård,Psykiatrisk vård,toc,ovrigt,44,54,3437,data/corpus_2026/texts/sections/2020/R2020_S022_psykiatrisk-vard.txt
R2020_S023,R2020,2020,23,En nationell strategi för demenssjukdom,En nationell strategi för demenssjukdom,toc,ovrigt,55,55,376,data/corpus_2026/texts/sections/2020/R2020_S023_en-nationell-strategi-for-demenssjukdom.txt
R2020_S024,R2020,2020,24,Fallförebyggande insatser för äldre,Fallförebyggande insatser för äldre,toc,lakemedel_och_patientsakerhet,56,57,737,data/corpus_2026/texts/sections/2020/R2020_S024_fallforebyggande-insatser-for-aldre.txt
R2020_S025,R2020,2020,25,Vaccinationstäckningen bland äldre skulle kunna bli bättre,Vaccinationstäckningen bland äldre skulle kunna bli bättre,toc,ovrigt,58,58,340,data/corpus_2026/texts/sections/2020/R2020_S025_vaccinationstackningen-bland-aldre-skulle-kunna-bl.txt
R2020_S026,R2020,2020,26,Strokevården blir bättre men behöver fokusera mer på de äldre,Strokevården blir bättre men behöver fokusera mer på de äldre,toc,ovrigt,59,60,885,data/corpus_2026/texts/sections/2020/R2020_S026_strokevarden-blir-battre-men-behover-fokusera-mer.txt
R2020_S027,R2020,2020,27,Hälsosamma matvanor är viktigt högt upp i åldrarna,Hälsosamma matvanor är viktigt högt upp i åldrarna,toc,brukarperspektiv_och_kvalitet,61,62,656,data/corpus_2026/texts/sections/2020/R2020_S027_halsosamma-matvanor-ar-viktigt-hogt-upp-i-aldrarna.txt
R2020_S028,R2020,2020,28,"Riskförebyggande åtgärder inom områdena undernäring, nedsatt munhälsa, trycksår och fall","Riskförebyggande åtgärder inom områdena undernäring, nedsatt munhälsa, trycksår och fall",toc,lakemedel_och_patientsakerhet,63,66,1242,data/corpus_2026/texts/sections/2020/R2020_S028_riskforebyggande-atgarder-inom-omradena-undernarin.txt
R2020_S029,R2020,2020,29,Säker vård och omsorg,"Äldre förskrivs färre olämpliga läkemedel | gymnasial utbildning var antalet återstående år 20,4 år för kvinnor och 18,1 år för män. Gruppen med eftergymnasial utbildning hade drygt tre års (kvin- nor) respektive knappt 3 års (män) längre återstående medellivslängd vid | Säker vård och omsorg | Sammanfattande iakttagelser | skillnaden mellan mäns och kvinnors medellivslängd har minskat från 6,2 år 1978–1979 till 3,5 år 2018.",toc,ovrigt,67,69,1199,data/corpus_2026/texts/sections/2020/R2020_S029_saker-vard-och-omsorg.txt
R2020_S030,R2020,2020,30,Agera för säker vård,Agera för säker vård,toc,ovrigt,70,70,438,data/corpus_2026/texts/sections/2020/R2020_S030_agera-for-saker-vard.txt
R2020_S031,R2020,2020,31,Internationellt och nationellt arbete inom patientsäkerhetsområdet,Internationellt och nationellt arbete inom patientsäkerhetsområdet,toc,lakemedel_och_patientsakerhet,71,75,1956,data/corpus_2026/texts/sections/2020/R2020_S031_internationellt-och-nationellt-arbete-inom-patient.txt
R2020_S032,R2020,2020,32,Klagomål och anmälningar inom vården och omsorgen om äldre,Klagomål och anmälningar inom vården och omsorgen om äldre,toc,ovrigt,76,78,1173,data/corpus_2026/texts/sections/2020/R2020_S032_klagomal-och-anmalningar-inom-varden-och-omsorgen.txt
R2020_S033,R2020,2020,33,Tillsyn visar att vården och omsorgen inte är tillräckligt samordnad,Tillsyn visar att vården och omsorgen inte är tillräckligt samordnad,toc,sammanhallen_vard_och_samverkan,79,79,466,data/corpus_2026/texts/sections/2020/R2020_S033_tillsyn-visar-att-varden-och-omsorgen-inte-ar-till.txt
R2020_S034,R2020,2020,34,Jämlik vård och omsorg,Jämlik vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,80,80,377,data/corpus_2026/texts/sections/2020/R2020_S034_jamlik-vard-och-omsorg.txt
R2020_S035,R2020,2020,35,Munhälsa hos äldre,Munhälsa hos äldre,toc,munhalsa_och_tandvard,81,86,2475,data/corpus_2026/texts/sections/2020/R2020_S035_munhalsa-hos-aldre.txt
R2020_S036,R2020,2020,36,Kommunal hälso- och sjukvård,Kommunal hälso- och sjukvård,toc,kommunal_halso_och_sjukvard,87,93,2756,data/corpus_2026/texts/sections/2020/R2020_S036_kommunal-halso-och-sjukvard.txt
R2020_S037,R2020,2020,37,Äldre fortsätter vänta länge på landets akutmottagningar,Äldre fortsätter vänta länge på landets akutmottagningar,toc,kommunal_halso_och_sjukvard,94,95,592,data/corpus_2026/texts/sections/2020/R2020_S037_aldre-fortsatter-vanta-lange-pa-landets-akutmottag.txt
R2020_S038,R2020,2020,38,Äldre med hiv,Äldre med hiv,toc,ovrigt,96,98,928,data/corpus_2026/texts/sections/2020/R2020_S038_aldre-med-hiv.txt
R2020_S039,R2020,2020,39,Sammanfattande iakttagelser,Sammanfattande iakttagelser | Strategisk plan för omställning mot en god och nära vård | Tillgänglig vård och omsorg,toc,jamlikhet_och_minoritetsperspektiv,99,99,383,data/corpus_2026/texts/sections/2020/R2020_S039_sammanfattande-iakttagelser.txt
R2020_S040,R2020,2020,40,E-hälsa och välfärdsteknik i äldreomsorgen,E-hälsa och välfärdsteknik i äldreomsorgen,toc,digitalisering_och_valfardsteknik,100,103,1531,data/corpus_2026/texts/sections/2020/R2020_S040_e-halsa-och-valfardsteknik-i-aldreomsorgen.txt
R2020_S041,R2020,2020,41,Socialtjänstinsatserna till äldre personer,Socialtjänstinsatserna till äldre personer,toc,omsorgsinsatser_och_boende,104,109,2275,data/corpus_2026/texts/sections/2020/R2020_S041_socialtjanstinsatserna-till-aldre-personer.txt
R2020_S042,R2020,2020,42,Bra boendeplanering allt viktigare,Bra boendeplanering allt viktigare,toc,ovrigt,110,126,5131,data/corpus_2026/texts/sections/2020/R2020_S042_bra-boendeplanering-allt-viktigare.txt
R2021_S001,R2021,2021,1,Alkohol och äldre,Aktuell utveckling | Äldres användning av rutavdraget | Alkohol och äldre | Anhöriga som vårdar eller stödjer närstående äldre personer | Klimatförändringar påverkar vården och omsorgen | Kommunal hälso- och sjukvård | Kostnader för vård och omsorg om äldre | Krisberedskap inom socialtjänst samt kommunal hälso- och sjukvård | Kunskapsbaserad vård och omsorg | Kvaliteten vid läkemedelsbehandling fortsätter att förbättras | Medellivslängden ökar ojämnt | Nationella riktlinjer – ett stöd i arbetet | Personal inom vård och omsorg för äldre – utmaningar och möjligheter | Resurser för vård och omsorg | Säker vård och omsorg | Sammanfattande iakttagelser | Stärkt brandskydd för särskilt riskutsatta individer | Utbrottet av covid-19 | Väntetiderna ökade mer för personer 70 år och äldre,xlsx_heading_search,psykisk_halsa_ensamhet_alkohol,7,7,187,data/corpus_2026/texts/sections/2021/R2021_S001_alkohol-och-aldre.txt
R2021_S002,R2021,2021,2,Palliativ vård,"Äldres upplevelse av trygghet med hemtjänst och på särskilda boenden | Allmänhetens förtroende för äldreomsorgen | Allt fler äldre uppkopplade under 2020 | Boendesituationen för äldre | Brister i bemanning och kompetens | E-hälsa och välfärdsteknik i äldreomsorgen | Förekomst av vårdskador | Jämlik vård och omsorg | Klagomål och anmälningar inom äldrevård och äldreomsorg | Läkemedelsanvändning hos äldre som intensivvårdades eller avled till följd av covid-19 | Munhälsa hos äldre | Palliativ vård | Pandemins påverkan på hemtjänst och särskilt boende för äldre | Patientsäkerhet | Patientsäkerhet och arbetsmiljö hänger ihop | Riskförebyggande åtgärder mot nedsatt munhälsa, undernäring, fall och trycksår | Särskilt boende | Socialtjänstinsatser för äldre personer | Stöd till personer med demenssjukdom och deras anhöriga | Tillgänglig vård och omsorg | Urfolk och demens i Norden | Utveckling av e-hälsa och välfärdsteknik i kommunerna | Var fjärde sjukhusvistelse bland de mest sjuka äldre följs av en ny inskrivning inom kort | Vård av äldre med psykisk sjukdom",xlsx_heading_search,kommunal_halso_och_sjukvard,8,8,177,data/corpus_2026/texts/sections/2021/R2021_S002_palliativ-vard.txt
R2021_S003,R2021,2021,3,Ansträngt läge för såväl hälso- och sjukvård som äldreomsorg,Ansträngt läge för såväl hälso- och sjukvård som äldreomsorg | Sammanfattning,toc,kommunal_halso_och_sjukvard,9,9,464,data/corpus_2026/texts/sections/2021/R2021_S003_anstrangt-lage-for-saval-halso-och-sjukvard-som-al.txt
R2021_S004,R2021,2021,4,Ordinärt boende,Färre har fått socialtjänstinsatser | Ordinärt boende,toc | xlsx_heading_search,omsorgsinsatser_och_boende,10,10,490,data/corpus_2026/texts/sections/2021/R2021_S004_ordinart-boende.txt
R2021_S005,R2021,2021,5,Behov av samverkan och samordning kvarstår,Behov av samverkan och samordning kvarstår | Högt deltagande i utbildningar inom vårdhygien | Ökad användning av digital teknik i kommunerna,toc,sammanhallen_vard_och_samverkan,11,12,514,data/corpus_2026/texts/sections/2021/R2021_S005_behov-av-samverkan-och-samordning-kvarstar.txt
R2021_S006,R2021,2021,6,Inledning,Agenda 2030 | God vård och omsorg | Inledning | Rapportens upplägg,toc,ovrigt,13,13,354,data/corpus_2026/texts/sections/2021/R2021_S006_inledning.txt
R2021_S007,R2021,2021,7,Datakällor,Datakällor,toc,metod_indikatorer_och_datakallor,14,14,265,data/corpus_2026/texts/sections/2021/R2021_S007_datakallor.txt
R2021_S008,R2021,2021,8,Aktuell utveckling,Aktuell utveckling | Sammanfattande iakttagelser | Sarah- och lex Maria-anmälningar. | Utbrottet av covid-19,toc,demografi_och_aktuell_utveckling,15,16,846,data/corpus_2026/texts/sections/2021/R2021_S008_aktuell-utveckling.txt
R2021_S009,R2021,2021,9,3 Av dessa hade 93 procent (10 185 av 10 619) laboratoriebekräftad covid-19 enligt Folkhälsomyndighetens databas över smittade.,3 Av dessa hade 93 procent (10 185 av 10 619) laboratoriebekräftad covid-19 enligt Folkhälsomyndighetens databas över smittade.,toc,ovrigt,17,20,1588,data/corpus_2026/texts/sections/2021/R2021_S009_3-av-dessa-hade-93-procent-10-185-av-10-619-labora.txt
R2021_S010,R2021,2021,10,Väntetiderna ökade mer för personer 70 år och äldre,Väntetiderna ökade mer för personer 70 år och äldre,toc,ovrigt,21,21,373,data/corpus_2026/texts/sections/2021/R2021_S010_vantetiderna-okade-mer-for-personer-70-ar-och-aldr.txt
R2021_S011,R2021,2021,11,Krisberedskap inom socialtjänst samt kommunal hälso- och sjukvård,Krisberedskap inom socialtjänst samt kommunal hälso- och sjukvård,toc,kommunal_halso_och_sjukvard,22,23,773,data/corpus_2026/texts/sections/2021/R2021_S011_krisberedskap-inom-socialtjanst-samt-kommunal-hals.txt
R2021_S012,R2021,2021,12,Medellivslängden ökar ojämnt,Klimatförändringar påverkar vården och omsorgen | Medellivslängden ökar ojämnt,toc,demografi_och_aktuell_utveckling,24,24,519,data/corpus_2026/texts/sections/2021/R2021_S012_medellivslangden-okar-ojamnt.txt
R2021_S013,R2021,2021,13,Äldres användning av rutavdraget,Äldres användning av rutavdraget | Stärkt brandskydd för särskilt riskutsatta individer,toc,ovrigt,25,25,424,data/corpus_2026/texts/sections/2021/R2021_S013_aldres-anvandning-av-rutavdraget.txt
R2021_S014,R2021,2021,14,Alkohol och äldre,Alkohol och äldre,toc,psykisk_halsa_ensamhet_alkohol,26,28,935,data/corpus_2026/texts/sections/2021/R2021_S014_alkohol-och-aldre.txt
R2021_S015,R2021,2021,15,70 år och äldre som hade bekräftats smittade den 1 februari 2021 fanns,70 år och äldre som hade bekräftats smittade den 1 februari 2021 fanns,toc,ovrigt,29,29,205,data/corpus_2026/texts/sections/2021/R2021_S015_70-ar-och-aldre-som-hade-bekraftats-smittade-den-1.txt
R2021_S016,R2021,2021,16,"Av de personer i gruppen 70 år och äldre som avlidit i covid-19 enligt döds- orsaksintyg inkomna den 31 januari 2021 bodde 50 procent på SÄBO, och","Av de personer i gruppen 70 år och äldre som avlidit i covid-19 enligt döds- orsaksintyg inkomna den 31 januari 2021 bodde 50 procent på SÄBO, och",toc,omsorgsinsatser_och_boende,30,32,742,data/corpus_2026/texts/sections/2021/R2021_S016_av-de-personer-i-gruppen-70-ar-och-aldre-som-avlid.txt
R2021_S017,R2021,2021,17,Sammanfattande iakttagelser,Kostnader för vård och omsorg om äldre | Resurser för vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,33,36,1636,data/corpus_2026/texts/sections/2021/R2021_S017_sammanfattande-iakttagelser.txt
R2021_S018,R2021,2021,18,Personal inom vård och omsorg för äldre – utmaningar och möjligheter,Personal inom vård och omsorg för äldre – utmaningar och möjligheter,toc,jamlikhet_och_minoritetsperspektiv,37,38,847,data/corpus_2026/texts/sections/2021/R2021_S018_personal-inom-vard-och-omsorg-for-aldre-utmaningar.txt
R2021_S019,R2021,2021,19,Kommunal hälso- och sjukvård,Kommunal hälso- och sjukvård,toc,kommunal_halso_och_sjukvard,39,42,1472,data/corpus_2026/texts/sections/2021/R2021_S019_kommunal-halso-och-sjukvard.txt
R2021_S020,R2021,2021,20,Sammanfattande iakttagelser,Kunskapsbaserad vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,43,43,400,data/corpus_2026/texts/sections/2021/R2021_S020_sammanfattande-iakttagelser.txt
